Emotion,Text
joy,listening to a bit of roger sanchezz while editing.... 
neutral," Oh , uh ... Thanks . Henry , do you have a light ? "
joy, Even the roller coasters that go through tunnels in the dark ? 
neutral, Why ? 
surprise,"When she still looked bewildered he said more harshly , ` I 'll take the heat off if you 'll show some appreciation . "" "
joy,Bedtime for this girl. Moving at 5 a.m. 
fear,is a reaction. Courage is a decision.
disgust,Facebook finally beating Twitter in terms of gas TV commentary  
joy,Break! You've had a profound impact on someone's life because of who you are &amp; what you do. Let that soak in. #LJB
anger," With that attitude , I don't really think we have much more to discuss here . "
surprise,GM y'all... Just woke up for my 4am meal and found the potato salad and greens already cooked and waiting for me!!! =)
sadness,@laurasmi What the &quot;F&quot;.  I can always craft another round. Just let me know if you don't get it... 
sadness,"Very likely he was simply lying on his bed in a state of dejection and , perhaps , of remorse for his massacre of "" the possessions "" which was now generally thought not to have been necessary . "
anger,"When we were in high school a few guys sometimes provoked a friend of mine.  They called her a pig and then grunted.  This irritated most of the girls.  Once, one of the girls got angry at my friend and said something nasty and this made me terribly angry."
fear,"I felt so afraid when dad fell ill, he had never suffered from that disease since and I had never seen him as he was."
fear, Is it gonna hurt ? 
joy,Love the feeling of laying in bed all day after a late night the night before 
fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”"
neutral, Why ? 
joy,Going to a graphics lecture today 
neutral,What ? 
joy,Shower and then knock these two pages from my essay and another paper and a powerpoint 
sadness," I want to go fishing today , but I have left my rod and fishing line at home . "
joy,Well if you enjoyed Man U going out of the Champions League tune to freeview channel 33 where you can watch the 2nd half all over again 
fear,@mikeyhackett1 I hear your in the big smoke if you find my I phone would appreciate it kid   
anger,"` Damn ! "" she muttered in exasperation . "
neutral,"Yes , sir ? "
sadness,i just realized this is my last weekend in boston for this semester and i'm spending all of it in the library :'( #finals
sadness," I'm really sorry , Ethan . I tried so hard , but I'm afraid I couldn't find a Dutch restaurant in town . The best I could do was a German one about 15 minutes from here . "
fear,"Je suis foutu. Les Québécois ont trouvé mon mail, ils m'avertissent que je dois utiliser courriel dans mes articles "
joy,"Mehh, doctors appointment for my back on Friday. "
sadness,"@JChrist3831 that song is my life... I love him, but only on my own. "
sadness, I don't think you really want to hear about it . 
disgust,A disgruntled father whose two sons have been on several skiing fortnights feels school trips are run primarily for the teachers ' convenience . 
sadness,"When my grandmother, who has been living with us for 14 years, had a stroke and was left paralysed on one side. She has been quite close to our family and to see her suffer in this way makes me feel really sad."
anger,"@IvorGrumble @tara_hewitt @pennyred and she wasn't making an obvious joke! Just wish these nannying fuckers would fuck off, frankly. "
fear,"Just burned @Oprah via tweet. So how long do I have to live? If it matters, I would give the joke a 5/10. #Power #Oprah"
anger,"From the bottom of my heart, I hope your hair falls out and dies. Sincerely, me, your worst enemy. "
anger,Cool. Laptop charger is no longer charging. I'm about to kill a motherfucker. Hope I can finish all I need to finish tonight! 
joy,Your Girl Booty Like A Pancake Flat FlapJack 
sadness,"And that makes 3... #BrandonRoy_7, retired, #GregOden, Questionable for season, LaMarcus_Aldridge, Heart. #BlazersCannotgetabreak"
neutral, When did you start worrying about your weight ? 
joy, When did you learn to dance ? 
fear,What should I do. When all I do is trust you... But you show other wise...&lt;'3 & out today... Feeling that 
anger,I love fighting with my boyfriend about stupid shit :( 
surprise,Nothing better than coming home to flowers and dinner from the boy...best 
neutral, Didn't I ? 
surprise,Zack Novak takes another charge on Mason Plumlee. 
fear,"suffering from a of failure? what is the worst case scenario? If it is not that bad, why are you still afraid?Hmmm, I think I am going"
fear,"My cat is trying to kill me! She tried to claw my face, she lay on my chest then almost made herself comfortable on my face #truestory"
joy,"I met more of micah's family today. His aunt paula, his cousin pauline, and his gradmother paula. I've been hearing that name all day "
fear,saí sabado de manha NÃO TINHA NADA NA ARVORE DE NATAL...  chego em casa domingo a tarde tá CHEIO DE PRESENTE NA ARVORE DE NATAL... 
anger,When I learned that my brother had spoilt an LP of mine.
neutral, You're so old fashioned ! Nobody is going to pull down your pants ! 
joy,I have missed this class so much! Ed leniency has never been so terrible. I love these people! 
joy,perfect day to start the Christmas movies POLAR EXPRESS. 
anger,I was angry when my friends said that I should not receive Nursing Science books because there was a rumour that I was intending to leave the college.
joy,Ate two minutes ago and I'm hungry 
disgust,The part where she drinks the blood is #vomitar
surprise,@andreac523 told me to tweet her cuz shes gross and has a total of zero friends..lol 
disgust,EEEEEEWWW!!!!!! That was the nastiest laugh ive eva heard in my life!! Please dont do that again 
sadness,"Penelope Huntley sat silent through this speech , chain-smoking , her eyes downcast . "
sadness,"In spite of her grief at being parted from her cousins , she could not help but feel excited . "
anger,"I hate that person that has an aunt, uncle, cousin, stepdad or brother that has done something cooler than what your talking about. "
joy,When I got the scholarship letter from Australia.
fear,I have a huge of snakes coming out of the toilet...
sadness, But I still love you . 
surprise,Ewe... and very weird...& should the smell of this bathroom turn me on?   
joy,Sitting downstairs in my panties and bra cause I ain't feel like putting my pants back on. of being in to OWN HOUSE BTCS.
joy,After a long day. Time for a 1040 soccer game 
surprise,@AlainZouvi J'avoue que je me m'attendais pas a ce que tu recoives mon tweet live quand je l'ai écris! Insomnie toi aussi?
joy,My fan sounds like it's gonna fall off the ceiling... 
fear,I'm now feeling worse than I did when I awoke. I need to be held. #NeverAgain
fear,"No man can take away,what God has given you.. Live not in ♥"
joy,Got to shop today on behalf of my company for families with children with cancer. My heart is full getting to spoil the kiddos rotten. 
surprise,"Her lovely face reflecting her complete and utter bewilderment , she queried slowly , ` Why on earth would I want to claim kinship ? "" "
fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
surprise,Ben net door heel be gefietst op pakjesavond 
anger," bring back Harry H, I miss you already. #crying"
joy,Rushed into the foyer but my friends aren't here so now I'm awkwardly waiting. 
sadness," Yes , I kept on typing it until midnight , but it is lost . "
joy,At a Walmart FINALLY!!!!! o how I am so thankful for Walmart it make me happy!!! 
joy,@LaBettaG I sure do! True smiles make my days... #thinkpink #Ilovethewaysomepeoplesmile
joy,"Good morning, Twitter. It seems Wordpress is down, I have 10k to write, I'm emotionally wrecked, sleep deprived, and I lost my voice. "
joy,Let the boys open a present tonight. Love to see there faces. #peace #love
fear,This is the worst hangover since New Year's day of 2010. My spew looks like blood. #thinkimayactuallybedying
fear,He gave one swift look at her horrified expression before continuing . 
anger,She had been furious when she saw my mask was wet . 
neutral, OK . 
anger,Ev ans was miffed at the comments and openly wondered why Bennett didn't show some respect .
fear,@BobHatcher2 In  mind no better way to distract positive energies of  movement than with #darkside #shameful #change
joy,Got told I was getting a dictionary for Christmas ... 
joy,Get to work midnight madness 
sadness,So bored and cold... I wish I could cuddle up with someone and watch a movie   
